"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2331467494242","61.4865630818613","61.5115969718123","61.4884653338173","61.3981535531003","61.1773965661038","61.1567523591344","61.0346064596308","60.8111033052682","60.6149204795134","60.4943743501648","60.3021296304042","60.1018717950843","59.7186129610815","59.4846013409383","58.9879112232163","58.6387171841737","58.4685792848553","58.3533601809789","57.7832912842615","56.8750199770187","56.2824399829169","56.2867948119664","55.6799499585106","55.2213012750385","54.8637264021297","54.5123597968996","54.088975552274","53.7221643042096","54.3009734124693","54.0097370817089","53.7395686424306",
"Afghanistan","AFG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.453605833326","60.5805040120196","60.9290159852625","61.1140750572994","61.097908237157","61.0508630875556","61.2250204430397","61.3399202270638","61.4171903596015","61.3878347951572","61.1980968275218","59.8856338653733","59.1791382121104","58.4635337984332","57.4210118401648","56.7132522908696","55.7886862845446","54.9680071714684","52.7382684160148","50.3767362892081","48.7713431449602","46.4244564181591","43.4116209395685","40.1636752468197","39.4564764575747","38.6466659033028","37.7265209954929","39.5225633575732","41.5732239534406","44.1869355465904","45.2434809941527","46.5357068478096",
"Africa Western and Central","AFW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2769821602486","63.0999722538038","63.0136322117333","62.8437422261921","62.6584616458824","62.3154900423698","61.8753880619304","61.371225003905","61.0059897434126","60.1468281880278","59.5989851034796","58.8561811995642","58.1628892465859","57.3148605495312","56.9940135532589","56.6459764916442","56.0928795726004","55.4575595515496","54.6808021319027","53.8661994711149","53.439590603022","52.8227817456071","52.3321213824609","51.2115179694825","50.2994559559161","50.4027578388422","49.8884664606912","49.3138355339791","49.1202707385899","49.5578768751048","49.210546137514","48.8963382456103",
"Angola","AGO","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4189608899805","30.3015778850119","30.5191200958196","30.3503282483932","29.9348286919691","29.4484954460926","29.1606538250847","29.0144286603895","28.4657898408853","28.1333235316354","27.993869601827","28.2062762689696","27.7106192928182","28.2399123942787","30.3869242781228","33.1976134222734","35.7739245055124","38.3930801705185","41.0969537703579","40.9757898669049","42.3767788832631","43.6639499117316","44.6466428244911","46.1123646298777","46.2169709327176","46.6455193790015","46.7212534148625","47.0231713812203","47.3022656280149","49.8425444825592","52.1159736685283","52.2424088705037",
"Albania","ALB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7336749751747","45.5895649467961","45.4379722154521","45.1582530936346","44.9003188244481","44.0728164497265","43.5662387896981","43.1142131821386","42.1634228547571","41.2876196720898","40.2362634261959","39.4043410214682","39.2414971385999","38.877317722328","38.14874298858","37.5161595149193","36.5701415917891","35.5703508053893","34.9238094049521","34.2085971028355","38.4878826075582","37.4239068344154","37.4421068253814","36.6558484410587","36.5819202237216","35.9954156084207","34.7680273278812","33.4493389111293","32.3607263859544","32.3041779058133","31.4727313002161","31.050999685283",
"Andorra","AND","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6338621278949","28.3806832096603","27.8187651731298","27.3561187921559","27.1451454815166","26.2442506064373","26.1912438382782","25.8503878862571","25.4414299752863","25.0252680890473","24.6613517491358","24.3690153281273","23.9213667778749","23.7888574655087","22.9048879149614","22.3984462544075","21.5077011101626","20.6636296640663","19.6669993996496","18.879775325164","18.6775731284745","18.3387008947139","17.96193397644","17.5465253928862","16.8210749309481","16.3600151727446","16.2656265070708","16.0524275980014","15.8709648150786","15.9987400737507","15.6549982328547","15.4310350201565",
"United Arab Emirates","ARE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4232926273294","10.2729218875237","10.0759424231862","9.89047288678021","9.67921496856248","9.6917276029402","9.68607274836184","9.60150102215128","9.65450694311884","9.70549869710623","9.00191207673195","8.37833450570857","7.80830471115023","7.3256880865886","6.82040477355408","6.10066076947671","5.41064698958138","4.83706783928917","4.39255207195539","4.06132443456306","3.75388579361831","3.41902015708466","3.08210150577063","2.76222639119831","2.43439826123903","2.17391472632684","1.94483277979455","1.74469439180802","2.71441045953343","2.21173198594554","1.71427020202166","1.67495087273148",
"Argentina","ARG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7827411404209","17.5713024026518","17.2143133996462","17.0005992758331","16.8310578889789","16.7207410279922","16.4305707917522","16.2481636232203","16.0698835030022","15.8594871728415","15.7711688084709","16.072544697433","15.5902610746332","15.0271791497563","14.361246657946","13.774013169192","13.2958722736595","12.8843155333713","12.6205715261567","12.1815730754927","11.6980229451829","11.4352079539564","11.2076631195965","11.0926363078911","10.8182428634689","10.6605638361311","10.4351819761452","10.4135286926255","10.353540316461","10.091130839392","10.2114954677996","10.0627405670069",
